Year;Occasion;Word;Option1;Option2;Option3;Option4;Option5;CorrectAnswer
2010;1;sura;heltäckande slöja;kapitel i Koranen;klocktorn;böneutropare;helig plats;kapitel i Koranen
2010;1;föreligga;finnas;tyckas;hinna med;tillmötesgå;presentera;finnas
2010;1;korpulent;fetlagd;generös;högdragen;förfinad;pratglad;fetlagd
2010;1;formalisera;uppställa regler för;konservera;skulptera;hålla på etiketten;slutföra;uppställa regler för
2010;1;pådrag;sensationell nyhet;oönskad publicitet;rättslig följd;insats av resurser;oväntat motstånd;insats av resurser
2010;1;hematologi;läran om minnet;läran om jordrörelser;läran om dofter;läran om blodet;läran om örter;läran om blodet
2010;1;spatiös;mystisk;rymlig;rofylld;dyrbar;fyllig;rymlig
2010;1;kakofoni;missljud;lustigheter;uppståndelse;vansinne;orimligheter;missljud
2010;1;tillgodose;tillönska;tillkännage;tilldela;tillfredsställa;tillfoga;tillfredsställa
2010;1;ympa;förädla ett fruktträd;avverka skog;torrlägga mark;rensa ogräs;förse med näring;förädla ett fruktträd
2010;1;glupande;oväntad;opålitlig;omåttlig;oansvarig;oförskämd;omåttlig
2010;1;karg;ofruktbar;köldhärdig;utbränd;torr;övergiven;ofruktbar
2010;1;få sina fiskar varma;få det man väntat på;få mycket att göra;få beröm;få mer än man önskat;få en utskällning;få en utskällning
2010;1;andefattig;avhållsam;ogudaktig;omoralisk;intetsägande;obegåvad;intetsägande
2010;1;passepartout;överskrift;inramning;dans;text;visa;inramning
2010;1;relevans;jämförelse;likhet;återkoppling;giltighet;funktion;giltighet
2010;1;förfaren;skicklig;snobbig;allmänbildad;medveten;metodisk;skicklig
2010;1;ockra;mönster;tyg;matta;keramik;färg;färg
2010;1;synas;föreställa;förevisa;förespråka;förebåda;förefalla;förefalla
2010;1;indolens;håglöshet;munterhet;avsky;begåvning;tvekan;håglöshet
2010;1;vara livegen;vara unik;stå utanför;vara ofri;ha udda åsikter;vara självständig;vara ofri
2010;1;aritmetik;symbolvärld;taktkänsla;räknelära;formgivning;konstruktionsteknik;räknelära
2010;1;påbjuda;anbefalla;fylla på;ge ett bud;möjliggöra;välkomna;anbefalla
2010;1;indignerad;upprörd;häpen;oskyldig;högfärdig;inåtvänd;upprörd
2010;1;förta;ta bort;öka;undvika;överdriva;ta över;ta bort
2010;1;namne;person som har ett mycket ovanligt namn;person med samma namn som någon annan;persons egenhändigt skrivna namnteckning;person vars namn många känner till;person som fått ge namn åt en ny produkt Provet är slut. finns tid över, –4– kontroLlera dina svar.;person med samma namn som någon annan
2011;1;anspråk;order;beslut;krav;bevis;ursäkt;krav
2011;1;varsko;upptäcka;beklaga;förvarna;inbilla;bevara;förvarna
2011;1;borga för;besluta;garantera;motivera;bevaka;förbereda;garantera
2011;1;distinkt;tydligt;genast;grundligt;snabbt;taktfast;tydligt
2011;1;fristad;mötesplats;tillflyktsort;skatteparadis;helig plats;ingenmansland;tillflyktsort
2011;1;glorifiera;överglänsa;frälsa;upplysa;förhärliga;högakta;förhärliga
2011;1;racka ner på;underskatta;bryta ner;kritisera;baktala;förkasta;kritisera
2011;1;fjording;vagnstyp;fjälltopp;hästras;gummibåt;insjö;hästras
2011;1;decimera;dela;minska;tillägna;lämna;förgöra;minska
2011;1;i gemen;i synnerhet;i vissa fall;i sällsynta fall;i detta fall;i allmänhet;i allmänhet
2011;1;sona;plågas;hämnas;ångra;trösta;gottgöra;gottgöra
2011;1;perforering;rutmönster;hålrad;klisterremsa;mittlinje;pappersveck;hålrad
2011;1;stötesten;risk;tvång;överdrift;motsägelse;svårighet;svårighet
2011;1;koordinera;samarbeta;sammanställa;räkna samman;sammanfoga;samordna;samordna
2011;1;relativt;mestadels;nästintill;delvis;förmodligen;jämförelsevis;jämförelsevis
2011;1;eftersatt;ofördelaktig;bedräglig;svår;försummad;tillfällig;försummad
2011;1;pudelns kärna;en svårlöst gåta;den verkliga innebörden;en väl bevarad hemlighet;den inre drivkraften;en engagerande fråga;den verkliga innebörden
2011;1;unison;inåtvänd;enkel;ensidig;enstämmig;sällsynt;enstämmig
2011;1;legislativ;som rör medborgarna;som rör maktfördelning;som rör utbildning;som rör tjänstesektorn;som rör lagstiftning;som rör lagstiftning
2011;1;burlesk;opålitlig;poetiskt skön;färggrann;grovt komisk;ovanlig;grovt komisk
2011;1;nobless;smyckeskrin;påkostad bal;social elit;överdådig måltid;aftonklänning;social elit
2011;1;opus;rättighet;verk;avtal;teori;vision;verk
2011;1;meridian;havsnivå;vändpunkt;toppskikt;längdgrad;krökning;längdgrad
2011;1;behjälplig;nödvändig;värd att hjälpa;förlorad;till hjälp;hjälplös;till hjälp
2011;1;påver;mörk;gammal;otydlig;torftig;strikt;torftig
2011;1;växelverkan;turordning;kraftöverföring;ömsesidigt inflytande;motsatsförhållande;gradvis förändring;ömsesidigt inflytande
2011;1;asterisk;varumärkessymbol;stor bokstav;symbol för valuta;tecken i form av stjärna;upphöjd siffra;tecken i form av stjärna
2011;1;hypofys;balansorgan;cellkärna;hormonkörtel;syncentrum;hjärnbark;hormonkörtel
2011;1;krinolin;bakverk;smycke;musikstycke;sänghimmel;kjol;kjol
2011;1;progressiv;saklig;framstegsvänlig;förutseende;framfusig;stridslysten;framstegsvänlig
2011;1;haussa;öka förväntningarna;kritisera skarpt;göra besviken;inte tänka igenom;prestera bättre;öka förväntningarna
2011;1;pumpernickel;rågbröd;tokstolle;myntenhet;evighetsmaskin;grönsak;rågbröd
2011;1;aria;folkvisa;lyrisk dikt;solosång;antikt versmått;psalmmelodi;solosång
2011;1;urskulda sig;förbise något;försvara sig;visa omdöme;bete sig illa;göra rätt för sig;försvara sig
2011;1;gobeläng;lampa;bordsduk;pelare;sänggavel;bildvävnad;bildvävnad
2011;1;fibromyalgi;hjärtflimmer;försämrad njurfunktion;tillstånd av kronisk smärta;tarminflammation;elöverkänslighet;tillstånd av kronisk smärta
2011;1;konvergera;närma sig varandra;ingå avtal;vara oense;byta åsikt;inleda förhandlingar;närma sig varandra
2011;1;försmådd;nedtryckt;avvisad;medtagen;oföretagsam;besvärad;avvisad
2011;1;kanonisation;välkomnande;bibelstudium;lagsamling;invigning;helgonförklaring;helgonförklaring
2011;1;outsourcing;att sälja varor av kända märken;att lägga ut delar av sin verksamhet på entreprenad;att omplacera personal i ledande ställning;att begära företrädesrätt vid försäljning;att fördela ett företags vinst på aktieägarna PROVET ÄR SLUT. FINNS TID ÖVER, –4– KONTROLLERA DINA SVAR.;att lägga ut delar av sin verksamhet på entreprenad
2003;2;kuf;budbärare;underlig person;återfallsförbrytare;inbiten ungkarl;hästskötare;underlig person
2003;2;verbalisera;tala i gåtor;dikta ihop;uttrycka i ord;visa med gester;tala tillkrånglat;uttrycka i ord
2003;2;argusöga;begränsat seende;vaksam blick;avvikande attityd;nyfiken hållning;bristande uppmärksamhet;vaksam blick
2003;2;motto;förmaning;framtidstro;valspråk;inspirationskälla;ansvarskänsla;valspråk
2003;2;anamma;tillägna sig;överlämna;motstå;bekymra sig;liva upp;tillägna sig
2003;2;bibliografi;skriftväxling;litteraturförteckning;bildtext;bokbindning;bibelöversättning;litteraturförteckning
2003;2;hugget som stucket;fastslaget;likgiltigt;tudelat;blandat;omöjligt;likgiltigt
2003;2;bussarong;ryggsäck;hårnål;förtält;musikinstrument;klädesplagg;klädesplagg
2003;2;neuros;fysisk kraftlöshet;intensiv nervsmärta;psykisk störning;allergisk reaktion;medfödd hjärnskada;psykisk störning
2003;2;hästminne;sifferminne;långsinthet;lång tidsrymd;gott minne;muskelminne;gott minne
2003;2;proaktiv;undersökande;utmanande;förebyggande;utvecklande;förenande;förebyggande
2003;2;avhandla;beställa;diskutera;rådfråga;bedöma;styra;diskutera
2003;2;appell;hot;svar;vädjan;löfte;tvång;vädjan
2003;2;ograverad;oäkta;okänd;ojämn;otydlig;orörd;orörd
2003;2;mästra;fräckt lura;bestämt förneka;avsiktligt bedra;överlägset kritisera;motvilligt acceptera;överlägset kritisera
2003;2;latent;djup;lindrig;svår;klar;dold;dold
2003;2;syndrom;sjukdomsorsak;följdsjukdom;sjukdomsbild;sjukdomsfall;folksjukdom;sjukdomsbild
2003;2;forcerad;ansträngd och intensiv;respektlös;osäker och inställsam;överlägsen;maktlysten och dominant;ansträngd och intensiv
2003;2;stålsätta sig;bestämma sig;träna sig;härda sig;vänja sig;neka sig;härda sig
2003;2;anomali;enformighet;motsats;ersättning;avlägsnande;avvikelse;avvikelse
2003;2;ta skruv;få nog;ta sats;gå snett;ta i;ha verkan;ha verkan
2003;2;konsolidering;förstärkning;utökning;igångsättning;avslutning;invigning;förstärkning
2003;2;kalkera;beräkna;skissa;mäta;efterbilda;planera;efterbilda
2003;2;purken;omedgörlig;långsint;förnärmad;hånfull;avståndstagande;förnärmad
2003;2;kväsa;muta;klaga;lura;kuva;kräva;kuva
2003;2;brink;strandsluttning;sandtag;betesäng;skogsbryn;älvfåra;strandsluttning
2003;2;libido;skuldkänsla;dödsdrift;högmod;könsdrift;tålamod;könsdrift
2003;2;nabo;inhägnad;byväg;gårdskarl;granne;tomtmark;granne
2003;2;ackumulation;anpassning;anhopning;vinst;bifall;tidsintervall;anhopning
2003;2;troskyldig;naiv;tvivlande;övertygande;osäker;ångerfull;naiv
2003;2;regatta;markerad farled;serie kappseglingar;handelsflotta;medelstort krigsfartyg;småbåtshamn;serie kappseglingar
2003;2;kongruens;sammanfattning;utmaning;slutsats;undantag;överensstämmelse;överensstämmelse
2003;2;modulera;gradera;förnya;lokalisera;markera;variera;variera
2003;2;aseptisk;bedövande;läkande;smittsam;ofarlig;bakteriefri;bakteriefri
2003;2;erkänsla;tacksamhet;skuld;inlevelse;välvilja;avund;tacksamhet
2003;2;plafond;plant innertak;altan;klättervägg för blommor;väggfast bänk;fönsternisch;plant innertak
2003;2;förvisso;utan tvivel;mot bättre vetande;med andra ord;efter bästa förstånd;i högsta grad;utan tvivel
2003;2;besutten;övertygad;förmögen;begagnad;nedtryckt;angripen;förmögen
2003;2;utgjuta sig;berömma sig själv;känna djup ånger;ge efter för frestelser;göra gott intryck;tala vitt och brett;tala vitt och brett
2003;2;reda av;koka upp snabbt under omrörning;göra soppa eller sås tjockare;späda med vatten eller mjölk;koka bort överflödig vätska;ösa bort skum från sylt och saft PROVET ÄR SLUT. OM DU HAR TID ÖVER, GÅ TILLBAKA OCH KONTROLLERA DINA SVAR.;göra soppa eller sås tjockare
2005;2;pärs;konflikt;nederlag;tragedi;prövning;risk;prövning
2005;2;förfördela;vara efterhängsen;kämpa emot;lämna åt ödet;försöka dölja;behandla orättvist;behandla orättvist
2005;2;cyklisk;naturligt sammanhängande;helt omsluten;oändlig;utan variation;regelbundet återkommande;regelbundet återkommande
2005;2;staga;stapla;stånga;stelna;stötta;stoppa;stötta
2005;2;kolumnist;skribent;upptäcktsresande;nyodlare;militär;bokförläggare;skribent
2005;2;förbarmande;gästfrihet;medlidande;ödmjukhet;lojalitet;ansvar;medlidande
2005;2;utan omsvep;utan anledning;kravlöst;rakt på sak;hänsynslöst;utan uppehåll;rakt på sak
2005;2;ett otal;inte en enda;en handfull;ett udda antal;ett underskott;en stor mängd;en stor mängd
2005;2;hjärtefråga;evig fråga;vänlig fråga;känslig fråga;angelägen fråga;närgången fråga;angelägen fråga
2005;2;samfälld;anpassad;begränsad;gemensam;utdömd;beslutad;gemensam
2005;2;lösöre;flyttbar egendom;efterskänkta skulder;gamla möbler;överblivna mynt;mindre vinst;flyttbar egendom
2005;2;terminologi;uppsättning av regler;lista över förkortningar;system av fackord;innehållsförteckning;slutdiskussion;system av fackord
2005;2;konstra;skryta;spexa;forma;krångla;lura;krångla
2005;2;excentrisk;otålig;envis;originell;fantastisk;spontan;originell
2005;2;interagera;ingripa;antyda;avbryta;infoga;samspela;samspela
2005;2;sober;beslöjad;naturfärgad;vilsam;mjuk;smakfull;smakfull
2005;2;minaret;grekisk-ortodox biktstol;klosterbyggnad;litet sidoaltare;bönematta;torn för böneutrop;torn för böneutrop
2005;2;kioskvältare;succéartad bok;skadegörare;skvallerjournalist;liten grävmaskin;uppseendeväckande reklam;succéartad bok
2005;2;scenografi;landskap;teaterdekor;skådeplats;uppträde;rörelseschema;teaterdekor
2005;2;yppa;kräva;svara;överdriva;påstå;avslöja;avslöja
2005;2;trolsk;sällsam och overklig;mörk och dyster;skrämmande;längtande;flyktig;sällsam och overklig
2005;2;skärskåda;förutspå;titta snett på;noggrant granska;iaktta på avstånd;tro det värsta;noggrant granska
2005;2;följdriktigt;rättvist;slutligt;säkert;logiskt;tydligt;logiskt
2005;2;berså;möbelgrupp;grässlänt;stenparti;skogsglänta;lövsal;lövsal
2005;2;betänkligheter;ånger;svårigheter;tveksamhet;anmärkningar;bedömningar;tveksamhet
2005;2;rekviem;kyrkokör;psalmbok;predikotext;dödsmässa;kyrkorgel;dödsmässa
2005;2;framgent;i verkligheten;först och främst;i fortsättningen;förr eller senare;i förgrunden;i fortsättningen
2005;2;pergament;skinn;bark;krita;trä;vax;skinn
2005;2;rundhänt;skicklig;frikostig;oberäknelig;lättlurad;försiktig;frikostig
2005;2;inte lägga två strån i kors;inte trassla till det;vara besvärlig;inte anstränga sig;hoppas på det bästa;inte dölja något;inte anstränga sig
2005;2;respit;ersättning;uppskattning;möjlighet;tidsfrist;motstånd;tidsfrist
2005;2;klinisk;livsduglig;praktiskt medicinsk;effektivt verkande;sjukligt abnorm;värmebehandlad;praktiskt medicinsk
2005;2;brottstycke;olaglighet;liten del;snittyta;mörk period;förvrängning;liten del
2005;2;agitera;angripa;propagera;mota bort;protestera;tysta ned;propagera
2005;2;trivialisera;göra detaljerad;försvåra;göra alldaglig;försumma;göra tydlig;göra alldaglig
2005;2;ligga i sin linda;vara isolerad;vara i början;vara försummad;vara i ordning;vara uppenbar;vara i början
2005;2;konservatorium;högre musikskola;mentalsjukhus;katolsk kyrkobyggnad;institution för äldrevård;skulpturmuseum;högre musikskola
2005;2;rekvirera;beställa;avskriva;återgälda;anställa;godkänna;beställa
2005;2;gungfly;insekt;illamående;osäker mark;stark känsla;snabbt försvinnande;osäker mark
2005;2;hospis;sjukhem för vård av svårt sjuka eller döende patienter;anläggning för utvinning av hälsobringande mineraler;sluten avdelning för psykiskt sjuka;förlossningsklinik som erbjuder alternativa metoder;privat hälsohem för rehabilitering av missbrukare PROVET ÄR SLUT. OM DU HAR TID ÖVER, GÅ TILLBAKA OCH KONTROLLERA DINA SVAR.;sjukhem för vård av svårt sjuka eller döende patienter
2006;2;mångfasetterad;fint fördelad;användbar;rikt nyanserad;gåtfull;mycket vanlig;rikt nyanserad
2006;2;pseudonym;dubbelnatur;namnteckning;känt namn;vetenskaplig term;påhittat namn;påhittat namn
2006;2;provocera;överlista;förakta;utmana;motarbeta;kritisera;utmana
2006;2;yrkande;befallning;upprop;påminnelse;protest;krav;krav
2006;2;lomma iväg;skynda sig;få ett försprång;drömma sig bort;långsamt ge sig av;fly undan ansvar;långsamt ge sig av
2006;2;sediment;träfiber;avlagring;husstomme;grundvatten;fogmassa;avlagring
2006;2;gått i stå;upprepats;arbetat hårt;slutförts;avstannat;envisats;avstannat
2006;2;överlag;ungefär;genomgående;sannolikt;ofta;varsomhelst;genomgående
2006;2;demografi;vägbeskrivning;rösträkning;befolkningslära;hälsoundersökning;glesbygdspolitik;befolkningslära
2006;2;vidimera;avtala;intyga;avsluta;förneka;ersätta;intyga
2006;2;idog;trevlig;artig;ärlig;kunnig;flitig;flitig
2006;2;påfallande;brådskande;oväntad;hotande;anmärkningsvärd;liknande;anmärkningsvärd
2006;2;delge;överlåta;fördela;beskylla;meddela;bevilja;meddela
2006;2;antiseptisk;utvärtes;smärtlindrande;motståndskraftig;verkningslös;bakteriedödande;bakteriedödande
2006;2;föresats;bestämd avsikt;handling;lång inledning;hinder;kort presentation;bestämd avsikt
2006;2;ligga i träda;vara i konflikt;inte synas;vara fattig;inte användas;arbeta hårt;inte användas
2006;2;ta bladet från munnen;anförtro sig;vägra berätta;tala ut;tala flytande;försäga sig;tala ut
2006;2;ambivalent;orolig;kluven;målmedveten;flyttbar;underliggande;kluven
2006;2;profession;metod;ärende;livsverk;yrke;utbildning;yrke
2006;2;fadäs;överdrift;motgång;ovana;misstag;förlust;misstag
2006;2;avpassa;utvisa;bevaka;reglera;fästa;överföra;reglera
2006;2;kardiolog;svampkännare;grottforskare;hjärtspecialist;kartritare;frimärkssamlare;hjärtspecialist
2006;2;våd;isränna;tapetlängd;klippgrund;trälist;brasa;tapetlängd
2006;2;fatalism;tro på utomjordiskt liv;tro på alltings gudomlighet;tro på ett förutbestämt öde;tro på jordens undergång;tro på övernaturliga krafter;tro på ett förutbestämt öde
2006;2;konsol;välvt tak;utskjutande stöd;skyddande skärm;bärande vägg;låsanordning;utskjutande stöd
2006;2;rank;ostadig;vissen;rädd;utsliten;tålig;ostadig
2006;2;kurbits;mönstrad bård;profilerad list;gardinuppsättning;orientalisk matta;målad blomsterdekor;målad blomsterdekor
2006;2;skov;straff;period;nyhet;översikt;samling;period
2006;2;litografi;gudstjänstordning;kartritning;grafiskt blad;vacker skrift;levnadsbeskrivning;grafiskt blad
2006;2;begivenhet;stor händelse;sammanhang;högtidligt löfte;oväntad följd;prövning;stor händelse
2006;2;changera;försämras;våga;lita på;dölja;förbittras;försämras
2006;2;förfärdiga;avvisa;kämpa;tillverka;chockera;erbjuda;tillverka
2006;2;rapsodisk;stiltypisk;löst sammansatt;omfattande;grovt uppskattad;förskönande;löst sammansatt
2006;2;avantgarde;bakåtsträvare;översittare;motståndare;nyskapare;lagbrytare;nyskapare
2006;2;incitament;tvångsåtgärd;utveckling;inbillning;positiv inställning;stimulerande faktor;stimulerande faktor
2006;2;i så måtto;lika mycket;trots allt;i hög grad;i det avseendet;jämförelsevis;i det avseendet
2006;2;skandera;bråka;anklaga;tro på rykten;skratta åt andra;taktfast läsa upp;taktfast läsa upp
2006;2;paria;fattigkvarter;ekonomisk nedgång;utstött person;tropisk sjukdom;långvarig torka;utstött person
2006;2;durkdriven;snabb;skicklig;fattig;vilsen;irriterad;skicklig
2006;2;maskrosbarn;barn som växer upp under svåra villkor och lär sig bemästra dem;barn som lever i stadsmiljö utan kontakt med naturen;barn som växer upp i en stor syskonskara;barn som anses ha dåligt inflytande över andra barn;barn som inte kräver så mycket uppmärksamhet PROVET ÄR SLUT. OM DU HAR TID ÖVER, GÅ TILLBAKA OCH KONTROLLERA DINA SVAR.;barn som växer upp under svåra villkor och lär sig bemästra dem
2007;2;inkvartera;lägga sig i;ge husrum åt;uppta som medlem;samordna;uppdela;ge husrum åt
2007;2;klinga av;minska i styrka;förlora sitt värde;trötta ut;ge sig iväg;vänligt avböja;minska i styrka
2007;2;villrådighet;misstänksamhet;håglöshet;osäkerhet;feghet;försiktighet;osäkerhet
2007;2;grundval;föredöme;öde;bas;djup;reflektion;bas
2007;2;övertalig;överdriven;överarbetad;överlägsen;övermogen;överflödig;överflödig
2007;2;inte oäven;sannolik;ganska bra;något sämre;helt omöjlig;obestämbar;ganska bra
2007;2;amnesi;stelhet;chocktillstånd;förlamning;minnesförlust;syrebrist;minnesförlust
2007;2;flyktig;flytande;förföljd;förfallen;föränderlig;finkänslig;föränderlig
2007;2;klenod;dyrgrip;släktträd;offergåva;hängsmycke;arvslott;dyrgrip
2007;2;sitar;klädedräkt;spådom;stränginstrument;bönematta;vattenpipa;stränginstrument
2007;2;helt sonika;glasklart;utan vidare;improviserat;säkerligen;fullt ut;utan vidare
2007;2;upptåg;markerad början;ilsken folksamling;skämtsamt påhitt;gemensam strävan;modig handling;skämtsamt påhitt
2007;2;linning;skjorttyg;snörning;bälte;kantremsa;pressveck;kantremsa
2007;2;utvikning;intygande om riktighet;avvikelse från ämnet;utspridning av verksamhet;begäran om förlängning;utjämning av skillnader;avvikelse från ämnet
2007;2;propsa på;anklaga;föreslå;chansa;hoppas;kräva;kräva
2007;2;handgripligen;träffsäkert;övertygat;påtagligt;oavsiktligt;osäkert;påtagligt
2007;2;kvalster;bakterie;lusägg;damm;nässelutslag;spindeldjur;spindeldjur
2007;2;doktrin;rekommendation;åtgärd;lärosats;fördom;föreläsning;lärosats
2007;2;lidelse;sorg;passion;ömsinthet;plåga;medkänsla;passion
2007;2;nit;högfärdighet;renlighet;sparsamhet;ihärdighet;anständighet;ihärdighet
2007;2;kortison;hormon;saltämne;ledvätska;bindväv;blodfett;hormon
2007;2;ta fasta på;hålla ihop;besluta;utgå från;anmäla;påpeka;utgå från
2007;2;förestående;framgångsrik;självklar;kommande;beslutad;oberoende;kommande
2007;2;trägen;tråkig;kräsen;egensinnig;uthållig;tjatig;uthållig
2007;2;borgenär;köpman;långivare;ämbetsman;medhjälpare;tjänsteman;långivare
2007;2;skenhelig;lömsk;ondsinnad;föraktfull;hycklande;misstänksam;hycklande
2007;2;behjärtansvärd;som oroar sig;som litar på känslan;som söker medlidande;som är efterfrågad;som förtjänar hjälp;som förtjänar hjälp
2007;2;dryfta;diskutera;avråda;invänta;besluta;undvika;diskutera
2007;2;procession;projektplan;företräde;högtidligt tåg;rättslig överenskommelse;återkommande händelse;högtidligt tåg
2007;2;härleda;undersöka;leda i bevis;rikta sig till;ta efter;upplysa;leda i bevis
2007;2;aber;smärtsam förlust;ovana;olöslig gåta;hinder;dåligt föredöme;hinder
2007;2;förankra;fördjupa sig i;bestämma sig för;skaffa stöd för;binda upp sig för;gå till botten med;skaffa stöd för
2007;2;avhängig;självständig;jämförd med;stoppad;betydande för;beroende;beroende
2007;2;transpirera;växa;byta;signalera;förvandlas;svettas;svettas
2007;2;malström;insektsangrepp;vattenvirvel;kortslutning;strid fors;folkvandring;vattenvirvel
2007;2;konnotation;känsligt ämne;felaktigt beslut;bibetydelse;återupptäckt;förväxling;bibetydelse
2007;2;allitteration;ordspråk;högläsning;begynnelserim;anspelning;förenkling;begynnelserim
2007;2;vidtala;kräva svar;informera och tillfråga;försäga sig;skvallra och ljuga;vagt antyda;informera och tillfråga
2007;2;skälmsk;svärmisk och drömmande;okynnig och skämtsam;naiv och blåögd;vacker och behaglig;tanklös och slarvig;okynnig och skämtsam
2007;2;wallraffa;ge ut en bok på eget förlag;arbeta under falsk identitet i journalistiskt syfte;ta med sig kunder till ett konkurrerande företag;göra en snabb karriär inom media;tvingas avgå för allmänhetens bästa PROVET ÄR SLUT. FINNS TID ÖVER, –4– KONTROLLERA DINA SVAR.;arbeta under falsk identitet i journalistiskt syfte
2008;2;stuteri;hästgård;trädgårdsskola;kursgård;skinnfabrik;lastningsplats;hästgård
2008;2;abdikera;avlägga klosterlöfte;bryta en överenskommelse;avslå en begäran;svära en ed;avsäga sig tronen;avsäga sig tronen
2008;2;intensitet;stark smärta;spontan känsla;plötslig ökning;tydlig påverkan;ihållande styrka;ihållande styrka
2008;2;replikera;förklara;anförtro;försäkra;avbryta;svara;svara
2008;2;komparativ;heltäckande;jämförande;samstämmig;anpassningsbar;kortfattad;jämförande
2008;2;hisnande;svindlande;förtjusande;äventyrlig;livsfarlig;himmelsvid;svindlande
2008;2;aloe;luktsalt;liljeväxt;palmvin;förkylningspreparat;parfym;liljeväxt
2008;2;intravenöst;in i blodådern;under nedsövning;in i muskeln;via strålning;i flytande form;in i blodådern
2008;2;smältdegel;plats där olikheter förenas;utlopp för återhållen vrede;industriområde;kreativ miljö;överbefolkat område;plats där olikheter förenas
2008;2;datortomografi;skiktröntgen;ultraljudsundersökning;strålbehandling;cellgiftsbehandling;blodanalys;skiktröntgen
2008;2;infantil;barnslig;enorm;glömsk;inåtvänd;overklig;barnslig
2008;2;korrespondera;motverka;förbättra;ersätta;sammanblanda;överensstämma;överensstämma
2008;2;blottställd;fristående;vilseledd;avvisad;utfattig;uppsagd;utfattig
2008;2;dissonans;sänkning;otakt;missljud;språkljud;höjning;missljud
2008;2;esperanto;teckenspråk;utdött språk;inhemskt språk;konstgjort språk;kyrkospråk;konstgjort språk
2008;2;inbegripa;förstå;tillägga;instudera;samordna;omfatta;omfatta
2008;2;som förgjort;avklarat;helt omöjligt;onödigt;enligt planerna;orättvist;helt omöjligt
2008;2;polityr;rutinkontroll;hårt mineral;yttre förfining;sträng uppfostran;skämtteckning;yttre förfining
2008;2;frist;uppskov;tillflyktsort;ledighet;sinnesro;befrielse;uppskov
2008;2;bära hundhuvudet;göra sig till;gå i spetsen;skämma ut sig;få skulden;bli förlöjligad;få skulden
2008;2;public service;samhällsinformation;kollektivtrafik;offentligt finansierade tjänster;medier i allmänhetens tjänst;offentlighetsprincip;medier i allmänhetens tjänst
2008;2;cirrus;klätterväxt;leversjukdom;stjärnformation;molntyp;dryckesbägare;molntyp
2008;2;anbelanga;anse;bevara;uppfatta;angå;avstå;angå
2008;2;uppdämt;tillbakahållet;långvarigt;påfrestande;förlösande;förhöjt;tillbakahållet
2008;2;kvotera;räkna ut;ta del av vinst;fördela i andelar;ge större utrymme;kräva åtgärd;fördela i andelar
2008;2;kanvas;växtfiber;tunt hölje;sittmöbel;styvt tyg;regnplagg;styvt tyg
2008;2;det går på ett ut;det finns inget val;det spelar ingen roll;det går som förväntat;det ordnar sig;det tar aldrig slut;det spelar ingen roll
2008;2;internalisera;införliva;ingripa;omvärdera;inskränka;övervinna;införliva
2008;2;malör;missöde;gräl;plåga;försummelse;förlust;missöde
2008;2;pärlspont;profilhyvlad bräda;dekorativ bård;isoleringsmaterial;foderlist runt fönster;underlag för taktegel;profilhyvlad bräda
2008;2;materialisera;förtäta;förstöra;förädla;förkroppsliga;förvränga;förkroppsliga
2008;2;magenta;blommande växt;fartyg;bergart;färgämne;juvelsmycke;färgämne
2008;2;bister;trist;missnöjd;misstänksam;ledsen;sträng;sträng
2008;2;adekvat;missvisande;noggrann;krävande;övergående;lämplig;lämplig
2008;2;arkaism;försvenskat uttryck;bildligt uttryck;ålderdomligt uttryck;målande uttryck;överflödigt uttryck;ålderdomligt uttryck
2008;2;stigmatisera;skänka liv åt;ogiltigförklara;utse till favorit;stanna upp;utpeka som avvikande;utpeka som avvikande
2008;2;patriarkat;manssamhälle;styrande råd;prästmöte;nationalstat;egendomsgemenskap;manssamhälle
2008;2;oktav;tonklang;tonart;tonstyrka;tonintervall;tonbild;tonintervall
2008;2;emfatiskt;framstående;eftertryckligt;erfarenhetsmässigt;frigjort;berömmande;eftertryckligt
2008;2;misstroendevotum;formell begäran om att få lämna en offentlig anställning;anmälan om ministerstyre;intern kritik av offentligt anställd;riksdagsomröstning om förtroende för regeringen;misstanke om dolda löneförmåner inom offentliga arbeten Provet är slut. finns tid över, –– kontroLlera dina svar.;riksdagsomröstning om förtroende för regeringen
2009;2;eskalera;öka;följa;påbörja;avstanna;sänka;öka
2009;2;zenit;huvudinnehåll;målsättning;höjdpunkt;upptäckt;avrundning;höjdpunkt
2009;2;rapsodi;rytmiskt framförande av diktverk;kort instrumentalt solostycke;humoristisk förvrängning av text;underhållande teaterstycke;musikaliskt verk i fri form;musikaliskt verk i fri form
2009;2;sampla;ta stickprov;redovisa data;uppskatta värden;tolka resultat;göra antaganden;ta stickprov
2009;2;burdus;uppstudsig;framfusig;upprörd;högljudd;besvärlig;framfusig
2009;2;sakristia;sidorum i kyrka;körläktare;skåp för kyrksilver;predikstol;gravkapell;sidorum i kyrka
2009;2;diktera;behandla;bestämma;undersöka;döma;begränsa;bestämma
2009;2;olägenhet;oro;misstag;omöjlighet;besvär;motvilja;besvär
2009;2;nedrig;löjlig;argsint;påträngande;skvallrig;elak;elak
2009;2;prolog;inledning;beskrivning;sammanfattning;slutord;tillbakablick;inledning
2009;2;åsamka;påtvinga;anklaga;orsaka;försumma;påkalla;orsaka
2009;2;fålla;sprätta upp;sy en kant;klä in;dölja en söm;sy för hand;sy en kant
